591882,119664
591882,119664
771434,64972
625430,88394
648778,90906
648778,90906
846842,50907
875248,51371
875248,51371
759155,36839
613003,45549
635286,46773
635286,46773
838824,37992
866350,38532
866350,38532
731488,33509
569443,41492
590537,42469
590537,42469
729688,33365
567154,41345
588182,42322
588182,42322
723176,33221
557107,41198
577858,42175
577858,42175
722990,33077
557224,41051
578035,42028
578035,42028
716327,32933
547948,40904
568384,41881
568384,41881
716255,32789
548383,40757
568885,41734
568885,41734
716183,32645
548818,40610
569386,41587
569386,41587
716111,32501
549253,40463
569887,41440
569887,41440
591882,119664
771434,64972
648778,90906
625430,88394
648778,90906
875248,51371
846842,50907
875248,51371
759155,36839
635286,46773
613003,45549
635286,46773
866350,38532
838824,37992
866350,38532
731488,33509
590537,42469
569443,41492
590537,42469
729688,33365
588182,42322
567154,41345
588182,42322
723176,33221
577858,42175
557107,41198
577858,42175
722990,33077
578035,42028
557224,41051
578035,42028
716327,32933
568384,41881
547948,40904
568384,41881
716255,32789
568885,41734
548383,40757
568885,41734
716183,32645
569386,41587
548818,40610
569386,41587
716111,32501
569887,41440
549253,40463
569887,41440
771434,64972
648778,90906
648778,90906
625430,88394
875248,51371
875248,51371
846842,50907
759155,36839
635286,46773
635286,46773
613003,45549
866350,38532
866350,38532
838824,37992
731488,33509
590537,42469
590537,42469
569443,41492
729688,33365
588182,42322
588182,42322
567154,41345
723176,33221
577858,42175
577858,42175
557107,41198
722990,33077
578035,42028
578035,42028
557224,41051
716327,32933
568384,41881
568384,41881
547948,40904
716255,32789
568885,41734
568885,41734
548383,40757
716183,32645
569386,41587
569386,41587
548818,40610
716111,32501
569887,41440
569887,41440
549253,40463
771434,64702
771434,64702
771434,64702
873424,47071
873424,47071
873424,47071
1070190,0
1012776,38646
1012776,38646
1012776,38646
876598,40789
876598,40789
876598,40789
1051962,0
766127,26957
766127,26957
766127,26957
1051956,0
765269,26885
765269,26885
765269,26885
1051950,0
764411,26813
764411,26813
764411,26813
1051950,0
764804,26741
764804,26741
764804,26741
1051695,0
759761,26669
759761,26669
759761,26669
1051701,0
760619,26597
760619,26597
760619,26597
1051707,0
761477,26525
761477,26525
761477,26525
1051713,0
762335,26453
762335,26453
762335,26453
648816,90680
648816,90680
757716,62064
782063,63664
782063,63664
1009460,38646
968564,45369
997760,47853
997760,47853
759458,55838
783602,57390
783602,57390
757115,31410
593865,39107
615383,40152
615383,40152
756251,31320
592503,39005
613955,40050
613955,40050
755343,31230
591141,38903
612527,39948
612527,39948
755736,31140
591669,38801
613085,39846
613085,39846
750438,31050
584001,38699
605075,39744
605075,39744
751302,30960
585363,38597
606503,39642
606503,39642
752166,30870
586725,38495
607931,39540
607931,39540
753030,30780
588087,38393
609359,39438
609359,39438
648816,90680
782063,63664
757716,62064
782063,63664
1009460,38646
997760,47853
968564,45369
997760,47853
783602,57390
759458,55838
783602,57390
757115,31410
615383,40152
593865,39107
615383,40152
756251,31320
613955,40050
592503,39005
613955,40050
755343,31230
612527,39948
591141,38903
612527,39948
755736,31140
613085,39846
591669,38801
613085,39846
750438,31050
605075,39744
584001,38699
605075,39744
751302,30960
606503,39642
585363,38597
606503,39642
752166,30870
607931,39540
586725,38495
607931,39540
753030,30780
609359,39438
588087,38393
609359,39438
782063,63664
782063,63664
757716,62064
1009460,38646
997760,47853
997760,47853
968564,45369
783602,57390
783602,57390
759458,55838
757115,31410
615383,40152
615383,40152
593865,39107
756251,31320
613955,40050
613955,40050
592503,39005
755343,31230
612527,39948
612527,39948
591141,38903
755736,31140
613085,39846
613085,39846
591669,38801
750438,31050
605075,39744
605075,39744
584001,38699
751302,30960
606503,39642
606503,39642
585363,38597
752166,30870
607931,39540
607931,39540
586725,38495
753030,30780
609359,39438
609359,39438
588087,38393
1008928,22146
1008928,22146
905736,41218
811218,56777
835780,58366
835780,58366
881657,27007
907289,27619
907289,27619
917417,16270
821256,22769
846649,23016
846649,23016
916553,16234
819898,22739
845222,22986
845222,22986
919941,15207
823924,21144
849495,21306
849495,21306
919941,15171
823924,21114
849495,21276
849495,21276
912759,15135
813208,21084
838347,21246
838347,21246
913623,15099
814570,21054
839775,21216
839775,21216
914487,15063
815932,21024
841203,21186
841203,21186
915351,15027
817294,20994
842631,21156
842631,21156
1008928,22146
905736,41218
835780,58366
811218,56777
835780,58366
907289,27619
881657,27007
907289,27619
917417,16270
846649,23016
821256,22769
846649,23016
916553,16234
845222,22986
819898,22739
845222,22986
919941,15207
849495,21306
823924,21144
849495,21306
919941,15171
849495,21276
823924,21114
849495,21276
912759,15135
838347,21246
813208,21084
838347,21246
913623,15099
839775,21216
814570,21054
839775,21216
914487,15063
841203,21186
815932,21024
841203,21186
915351,15027
842631,21156
817294,20994
842631,21156
905736,41218
835780,58366
835780,58366
811218,56777
907289,27619
907289,27619
881657,27007
917417,16270
