248469,189594
248469,189594
476333,117452
216285,167195
224889,172666
224889,172666
476333,112027
216285,158526
224889,163708
224889,163708
475904,106330
215745,149616
224319,154528
224319,154528
475475,100325
215205,140406
223749,145066
223749,145066
475904,91740
215745,127186
224319,131396
224319,131396
483640,81267
228025,111106
237044,114730
237044,114730
690752,62770
715058,63281
715058,63281
508464,53607
265447,68320
275402,70272
275402,70272
510801,52442
270367,66844
280414,68739
280414,68739
644783,54255
667109,54806
667109,54806
516801,50991
274218,65090
284023,66930
284023,66930
508256,50684
260910,64781
270229,66631
270229,66631
248469,189594
476333,117452
224889,172666
216285,167195
224889,172666
476333,112027
224889,163708
216285,158526
224889,163708
475904,106330
224319,154528
215745,149616
224319,154528
475475,100325
223749,145066
215205,140406
223749,145066
475904,91740
224319,131396
215745,127186
224319,131396
483640,81267
237044,114730
228025,111106
237044,114730
715058,63281
690752,62770
715058,63281
508464,53607
275402,70272
265447,68320
275402,70272
510801,52442
280414,68739
270367,66844
280414,68739
667109,54806
644783,54255
667109,54806
516801,50991
284023,66930
274218,65090
284023,66930
508256,50684
270229,66631
260910,64781
270229,66631
476333,117452
224889,172666
224889,172666
216285,167195
476333,112027
224889,163708
224889,163708
216285,158526
475904,106330
224319,154528
224319,154528
215745,149616
475475,100325
223749,145066
223749,145066
215205,140406
475904,91740
224319,131396
224319,131396
215745,127186
483640,81267
237044,114730
237044,114730
228025,111106
715058,63281
715058,63281
690752,62770
508464,53607
275402,70272
275402,70272
265447,68320
510801,52442
280414,68739
280414,68739
270367,66844
667109,54806
667109,54806
644783,54255
516801,50991
284023,66930
284023,66930
274218,65090
508256,50684
270229,66631
270229,66631
260910,64781
476333,117182
476333,117182
476333,117182
979668,5591
478123,105277
478123,105277
478123,105277
979668,5591
477694,100408
477694,100408
477694,100408
979668,5591
477265,95539
477265,95539
477265,95539
979668,5547
482557,81849
482557,81849
482557,81849
979838,5418
490307,70888
490307,70888
490307,70888
789968,33989
789968,33989
789968,33989
971303,0
511511,42918
511511,42918
511511,42918
971513,0
514325,42169
514325,42169
514325,42169
763730,31835
763730,31835
763730,31835
971343,0
514231,41562
514231,41562
514231,41562
971133,0
506017,41597
506017,41597
506017,41597
223635,173090
223635,173090
478123,104935
194349,151645
201726,156918
201726,156918
477694,100694
193809,144731
201156,149788
201156,149788
477265,96453
193269,137817
200586,142658
200586,142658
482557,84306
199716,117916
207378,122076
207378,122076
490517,74589
212416,102720
220523,106298
220523,106298
641688,48547
663873,48859
663873,48859
507815,49669
241435,63728
250369,65660
250369,65660
510878,48972
247350,62767
256390,64646
256390,64646
601158,45959
621879,46278
621879,46278
510188,48355
244058,61864
252762,63698
252762,63698
501725,48372
230627,61930
238845,63774
238845,63774
223635,173090
478123,104935
201726,156918
194349,151645
201726,156918
477694,100694
201156,149788
193809,144731
201156,149788
477265,96453
200586,142658
193269,137817
200586,142658
482557,84306
207378,122076
199716,117916
207378,122076
490517,74589
220523,106298
212416,102720
220523,106298
663873,48859
641688,48547
663873,48859
507815,49669
250369,65660
241435,63728
250369,65660
510878,48972
256390,64646
247350,62767
256390,64646
621879,46278
601158,45959
621879,46278
510188,48355
252762,63698
244058,61864
252762,63698
501725,48372
238845,63774
230627,61930
238845,63774
478123,104935
201726,156918
201726,156918
194349,151645
477694,100694
201156,149788
201156,149788
193809,144731
477265,96453
200586,142658
200586,142658
193269,137817
482557,84306
207378,122076
207378,122076
199716,117916
490517,74589
220523,106298
220523,106298
212416,102720
663873,48859
663873,48859
641688,48547
507815,49669
250369,65660
250369,65660
241435,63728
510878,48972
256390,64646
256390,64646
247350,62767
621879,46278
621879,46278
601158,45959
510188,48355
252762,63698
252762,63698
244058,61864
501725,48372
238845,63774
238845,63774
230627,61930
476333,115995
476333,115995
476333,115995
979668,5548
477265,98195
477265,98195
477265,98195
979668,5548
476836,93422
476836,93422
476836,93422
979668,5504
482128,79954
482128,79954
482128,79954
979838,5418
489878,69672
489878,69672
489878,69672
789968,33149
789968,33149
789968,33149
971303,0
511511,41798
511511,41798
511511,41798
971513,0
514325,41049
514325,41049
514325,41049
762872,30995
762872,30995
762872,30995
971343,0
514231,40442
514231,40442
514231,40442
971133,0
506017,40477
506017,40477
506017,40477
223635,171466
223635,171466
477265,97889
193269,141274
200586,146230
200586,146230
476836,93744
192729,134546
200016,139292
200016,139292
482128,81693
199176,114902
206808,118980
206808,118980
490088,72655
211876,100782
219953,104332
219953,104332
641688,47469
663873,47772
663873,47772
507815,47878
241435,61963
250369,63869
250369,63869
510878,47181
247350,61002
256390,62855
256390,62855
599796,44883
620451,45190
620451,45190
510188,46564
244058,60099
252762,61907
252762,61907
501725,46581
230627,60165
238845,61983
238845,61983
223635,171466
477265,97889
200586,146230
193269,141274
200586,146230
476836,93744
200016,139292
192729,134546
200016,139292
482128,81693
206808,118980
199176,114902
206808,118980
490088,72655
219953,104332
211876,100782
219953,104332
663873,47772
641688,47469
663873,47772
507815,47878
250369,63869
241435,61963
250369,63869
510878,47181
256390,62855
247350,61002
256390,62855
620451,45190
599796,44883
620451,45190
510188,46564
252762,61907
244058,60099
252762,61907
501725,46581
238845,61983
230627,60165
238845,61983
477265,97889
200586,146230
200586,146230
193269,141274
476836,93744
200016,139292
200016,139292
192729,134546
482128,81693
206808,118980
206808,118980
199176,114902
490088,72655
219953,104332
219953,104332
211876,100782
663873,47772
663873,47772
641688,47469
507815,47878
250369,63869
250369,63869
241435,61963
510878,47181
256390,62855
256390,62855
247350,61002
620451,45190
620451,45190
599796,44883
510188,46564
252762,61907
252762,61907
244058,60099
501725,46581
238845,61983
238845,61983
230627,60165
475904,114880
475904,114880
475904,114880
980614,4645
480418,91163
480418,91163
480418,91163
980614,4601
485710,77035
485710,77035
485710,77035
980784,4515
493460,67110
493460,67110
493460,67110
784496,31829
784496,31829
784496,31829
971303,0
511511,40022
511511,40022
511511,40022
971513,0
513896,39273
513896,39273
513896,39273
762122,29819
762122,29819
762122,29819
971343,0
513802,38666
513802,38666
513802,38666
971133,0
505588,38701
505588,38701
505588,38701
223065,169938
223065,169938
480418,90893
199582,131080
207039,135706
207039,135706
485710,77877
206029,110290
213831,114233
213831,114233
493670,69161
218729,96669
226976,100108
226976,100108
633480,45573
655293,45860
655293,45860
507815,45205
241435,59080
250369,60940
250369,60940
510449,44508
246810,58119
255820,59926
255820,59926
598752,43225
619347,43515
619347,43515
509759,43891
243518,57216
252192,58978
252192,58978
501296,43908
230087,57282
238275,59054
238275,59054
223065,169938
480418,90893
207039,135706
199582,131080
207039,135706
485710,77877
213831,114233
206029,110290
213831,114233
493670,69161
226976,100108
218729,96669
226976,100108
655293,45860
633480,45573
655293,45860
507815,45205
250369,60940
241435,59080
250369,60940
510449,44508
255820,59926
246810,58119
255820,59926
619347,43515
598752,43225
619347,43515
509759,43891
252192,58978
243518,57216
252192,58978
501296,43908
238275,59054
230087,57282
238275,59054
480418,90893
207039,135706
207039,135706
199582,131080
485710,77877
213831,114233
213831,114233
206029,110290
493670,69161
226976,100108
226976,100108
218729,96669
655293,45860
655293,45860
633480,45573
507815,45205
250369,60940
250369,60940
241435,59080
510449,44508
255820,59926
255820,59926
246810,58119
619347,43515
619347,43515
598752,43225
509759,43891
252192,58978
252192,58978
243518,57216
501296,43908
238275,59054
238275,59054
230087,57282
475475,113801
475475,113801
475475,113801
980742,4601
489651,74520
489651,74520
489651,74520
980912,4515
497401,64703
497401,64703
497401,64703
778754,30173
